Chrom,GenomeVersion,Gene,start,end,Gene_length,,strand,,Gene_ID,,,,,,,,,
chr4H,ibsc,gene,547060964,547062633,1669,.,+,.,HORVU4Hr1G065640,,,,,,,,,
chr4H,ibsc,gene,547244656,547246565,1909,.,-,.,HORVU4Hr1G065650,,,,,,,,,
chr4H,ibsc,gene,547339994,547343118,3124,.,+,.,HORVU4Hr1G065660,,,,,,,,,
chr4H,ibsc,gene,547478840,547479118,278,.,-,.,HORVU4Hr1G065700,,,,,,,,,
chr4H,ibsc,gene,547702817,547703026,209,.,+,.,HORVU4Hr1G065720,,,,,,,,,
chr4H,ibsc,gene,547704803,547711625,6822,.,+,.,HORVU4Hr1G065740,,,,,,,,,
chr4H,ibsc,gene,548108493,548111302,2809,.,+,.,HORVU4Hr1G065800,,,,,,,,,
chr4H,ibsc,gene,548212474,548212863,389,.,+,.,HORVU4Hr1G065830,,,,,,,,,
chr4H,ibsc,gene,548294448,548301852,7404,.,+,.,HORVU4Hr1G065840,1-kinase,[Source:UniProtKB/TrEMBL%3BAcc:F2D091];gene_id=HORVU4Hr1G065840;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,548672950,548673943,993,.,-,.,HORVU4Hr1G065880,,,,,,,,,
chr4H,ibsc,gene,548687091,548689893,2802,.,+,.,HORVU4Hr1G065900,,,,,,,,,
chr4H,ibsc,gene,549090371,549094817,4446,.,-,.,HORVU4Hr1G065920,,,,,,,,,
chr4H,ibsc,gene,549190195,549202556,12361,.,+,.,HORVU4Hr1G065960,,,,,,,,,
chr4H,ibsc,gene,549894048,549898393,4345,.,-,.,HORVU4Hr1G065990,,,,,,,,,
chr4H,ibsc,gene,550068429,550069373,944,.,-,.,HORVU4Hr1G066000,,,,,,,,,
chr4H,ibsc,gene,550176175,550179987,3812,.,-,.,HORVU4Hr1G066010,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2CSL9];gene_id=HORVU4Hr1G066010;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,550510764,550513664,2900,.,-,.,HORVU4Hr1G066070,E3,ubiquitin,transferase,[Source:UniProtKB/TrEMBL%3BAcc:F2CVD8];gene_id=HORVU4Hr1G066070;logic_name=ibsc,,,,,
chr4H,ibsc,gene,550659768,550665147,5379,.,-,.,HORVU4Hr1G066090,,,,,,,,,
chr4H,ibsc,gene,550817932,550820810,2878,.,-,.,HORVU4Hr1G066120,,,,,,,,,
chr4H,ibsc,gene,550925379,550926825,1446,.,+,.,HORVU4Hr1G066130,,,,,,,,,
chr4H,ibsc,gene,550928607,550929989,1382,.,-,.,HORVU4Hr1G066140,,,,,,,,,
chr4H,ibsc,gene,551073492,551075017,1525,.,+,.,HORVU4Hr1G066150,,,,,,,,,
chr4H,ibsc,gene,551338299,551340331,2032,.,-,.,HORVU4Hr1G066170,,,,,,,,,
chr4H,ibsc,gene,551354062,551359403,5341,.,+,.,HORVU4Hr1G066180,,,,,,,,,
chr4H,ibsc,gene,551439418,551440470,1052,.,-,.,HORVU4Hr1G066200,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2E3V5];gene_id=HORVU4Hr1G066200;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,551451419,551456705,5286,.,+,.,HORVU4Hr1G066210,,,,,,,,,
chr4H,ibsc,gene,551548552,551555307,6755,.,-,.,HORVU4Hr1G066230,,,,,,,,,
chr4H,ibsc,gene,551588802,551589863,1061,.,-,.,HORVU4Hr1G066240,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2E3V5];gene_id=HORVU4Hr1G066240;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,551855901,551858769,2868,.,+,.,HORVU4Hr1G066270,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2CWX3];gene_id=HORVU4Hr1G066270;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,552163701,552170700,6999,.,+,.,HORVU4Hr1G066290,,,,,,,,,
chr4H,ibsc,gene,552171438,552177564,6126,.,+,.,HORVU4Hr1G066300,,,,,,,,,
chr4H,ibsc,gene,552178325,552187672,9347,.,+,.,HORVU4Hr1G066310,,,,,,,,,
chr4H,ibsc,gene,552871056,552880596,9540,.,-,.,HORVU4Hr1G066330,,,,,,,,,
chr4H,ibsc,gene,553442190,553446486,4296,.,-,.,HORVU4Hr1G066360,,,,,,,,,
chr4H,ibsc,gene,553451898,553457249,5351,.,-,.,HORVU4Hr1G066370,,,,,,,,,
chr4H,ibsc,gene,553552487,553552652,165,.,+,.,HORVU4Hr1G066390,,,,,,,,,
chr4H,ibsc,gene,553556288,553560391,4103,.,+,.,HORVU4Hr1G066400,,,,,,,,,
chr4H,ibsc,gene,553587802,553591880,4078,.,+,.,HORVU4Hr1G066430,,,,,,,,,
chr4H,ibsc,gene,553749530,553749667,137,.,-,.,HORVU4Hr1G066460,,,,,,,,,
chr4H,ibsc,gene,553752518,553753822,1304,.,-,.,HORVU4Hr1G066470,,,,,,,,,
chr4H,ibsc,gene,553940815,553947677,6862,.,+,.,HORVU4Hr1G066480,,,,,,,,,
chr4H,ibsc,gene,553947342,554064184,116842,.,-,.,HORVU4Hr1G066490,,,,,,,,,
chr4H,ibsc,gene,554018346,554022849,4503,.,-,.,HORVU4Hr1G066510,,,,,,,,,
chr4H,ibsc,gene,554084107,554115532,31425,.,-,.,HORVU4Hr1G066530,,,,,,,,,
chr4H,ibsc,gene,554114014,554121263,7249,.,+,.,HORVU4Hr1G066580,,,,,,,,,
chr4H,ibsc,gene,554588278,554590478,2200,.,+,.,HORVU4Hr1G066650,,,,,,,,,
chr4H,ibsc,gene,554695275,554695487,212,.,-,.,HORVU4Hr1G066670,,,,,,,,,
chr4H,ibsc,gene,554696053,554698478,2425,.,-,.,HORVU4Hr1G066680,,,,,,,,,
chr4H,ibsc,gene,554700169,554700351,182,.,-,.,HORVU4Hr1G066700,,,,,,,,,
chr4H,ibsc,gene,554911197,554921128,9931,.,-,.,HORVU4Hr1G066730,,,,,,,,,
chr4H,ibsc,gene,555132778,555133616,838,.,+,.,HORVU4Hr1G066740,,,,,,,,,
chr4H,ibsc,gene,555179672,555182082,2410,.,-,.,HORVU4Hr1G066750,,,,,,,,,
chr4H,ibsc,gene,555305080,555306010,930,.,-,.,HORVU4Hr1G066800,,,,,,,,,
chr4H,ibsc,gene,555369389,555370168,779,.,+,.,HORVU4Hr1G066810,,,,,,,,,
chr4H,ibsc,gene,555424273,555426272,1999,.,+,.,HORVU4Hr1G066820,,,,,,,,,
chr4H,ibsc,gene,555546035,555557397,11362,.,+,.,HORVU4Hr1G066830,,,,,,,,,
chr4H,ibsc,gene,555801832,555805679,3847,.,+,.,HORVU4Hr1G066860,,,,,,,,,
chr4H,ibsc,gene,555812981,555815260,2279,.,+,.,HORVU4Hr1G066870,,,,,,,,,
chr4H,ibsc,gene,555982802,555985290,2488,.,+,.,HORVU4Hr1G066880,,,,,,,,,
chr4H,ibsc,gene,556036917,556041079,4162,.,-,.,HORVU4Hr1G066900,,,,,,,,,
chr4H,ibsc,gene,556037078,556053308,16230,.,+,.,HORVU4Hr1G066910,,,,,,,,,
chr4H,ibsc,gene,556042238,556053328,11090,.,-,.,HORVU4Hr1G066920,,,,,,,,,
chr4H,ibsc,gene,556484711,556486408,1697,.,+,.,HORVU4Hr1G066960,,,,,,,,,
chr4H,ibsc,gene,556505892,556509707,3815,.,+,.,HORVU4Hr1G066970,,,,,,,,,
chr4H,ibsc,gene,556512715,556514203,1488,.,-,.,HORVU4Hr1G066980,,,,,,,,,
chr4H,ibsc,gene,556713266,556715420,2154,.,-,.,HORVU4Hr1G067010,,,,,,,,,
chr4H,ibsc,gene,556824241,556827163,2922,.,-,.,HORVU4Hr1G067020,,,,,,,,,
chr4H,ibsc,gene,557221444,557227288,5844,.,-,.,HORVU4Hr1G067060,,,,,,,,,
chr4H,ibsc,gene,557221444,557227294,5850,.,+,.,HORVU4Hr1G067070,,,,,,,,,
chr4H,ibsc,gene,557239887,557242648,2761,.,+,.,HORVU4Hr1G067080,,,,,,,,,
chr4H,ibsc,gene,557339200,557437839,98639,.,+,.,HORVU4Hr1G067100,,,,,,,,,
chr4H,ibsc,gene,557588759,557591818,3059,.,-,.,HORVU4Hr1G067140,,,,,,,,,
chr4H,ibsc,gene,557840593,557844506,3913,.,+,.,HORVU4Hr1G067180,,,,,,,,,
chr4H,ibsc,gene,558208002,558218141,10139,.,+,.,HORVU4Hr1G067270,,,,,,,,,
chr4H,ibsc,gene,558302441,558305864,3423,.,-,.,HORVU4Hr1G067280,,,,,,,,,
chr4H,ibsc,gene,558673296,558684072,10776,.,+,.,HORVU4Hr1G067320,,,,,,,,,
chr4H,ibsc,gene,558694618,558697361,2743,.,-,.,HORVU4Hr1G067340,synthase,[Source:UniProtKB/TrEMBL%3BAcc:M0WHN5];gene_id=HORVU4Hr1G067340;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,558915462,558918275,2813,.,+,.,HORVU4Hr1G067360,,,,,,,,,
chr4H,ibsc,gene,558923727,558928032,4305,.,+,.,HORVU4Hr1G067370,alpha,chain,[Source:UniProtKB/TrEMBL%3BAcc:F2CTJ0];gene_id=HORVU4Hr1G067370;logic_name=ibsc,,,,,,
chr4H,ibsc,gene,559113424,559117340,3916,.,+,.,HORVU4Hr1G067380,,,,,,,,,
chr4H,ibsc,gene,559113470,559117444,3974,.,-,.,HORVU4Hr1G067390,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D1L1];gene_id=HORVU4Hr1G067390;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,559193427,559194219,792,.,+,.,HORVU4Hr1G067400,,,,,,,,,
chr4H,ibsc,gene,559316641,559320250,3609,.,-,.,HORVU4Hr1G067410,,,,,,,,,
chr4H,ibsc,gene,559618429,559621831,3402,.,+,.,HORVU4Hr1G067430,,,,,,,,,
chr4H,ibsc,gene,559754963,559760152,5189,.,+,.,HORVU4Hr1G067450,,,,,,,,,
chr4H,ibsc,gene,559883704,559925528,41824,.,-,.,HORVU4Hr1G067480,,,,,,,,,
chr4H,ibsc,gene,560022451,560028771,6320,.,-,.,HORVU4Hr1G067490,,,,,,,,,
chr4H,ibsc,gene,560022552,560023960,1408,.,+,.,HORVU4Hr1G067500,,,,,,,,,
chr4H,ibsc,gene,560323487,560333459,9972,.,+,.,HORVU4Hr1G067510,DETOXIFICATION,[Source:UniProtKB/TrEMBL%3BAcc:M0Y6P9];gene_id=HORVU4Hr1G067510;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,560337171,560341588,4417,.,-,.,HORVU4Hr1G067520,,,,,,,,,
chr4H,ibsc,gene,560456743,560462674,5931,.,+,.,HORVU4Hr1G067540,,,,,,,,,
chr4H,ibsc,gene,560458497,560463861,5364,.,-,.,HORVU4Hr1G067550,,,,,,,,,
chr4H,ibsc,gene,560670623,560673067,2444,.,+,.,HORVU4Hr1G067600,,,,,,,,,
chr4H,ibsc,gene,560673690,560678151,4461,.,-,.,HORVU4Hr1G067610,,,,,,,,,
chr4H,ibsc,gene,560694527,560699641,5114,.,+,.,HORVU4Hr1G067620,,,,,,,,,
chr4H,ibsc,gene,560694553,560701977,7424,.,-,.,HORVU4Hr1G067630,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EBW4];gene_id=HORVU4Hr1G067630;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,561182470,561188246,5776,.,-,.,HORVU4Hr1G067650,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D868];gene_id=HORVU4Hr1G067650;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,561493643,561721466,227823,.,-,.,HORVU4Hr1G067680,,,,,,,,,
chr4H,ibsc,gene,561845568,561850101,4533,.,-,.,HORVU4Hr1G067740,,,,,,,,,
chr4H,ibsc,gene,562132840,562133274,434,.,+,.,HORVU4Hr1G067760,,,,,,,,,
chr4H,ibsc,gene,562828201,562833022,4821,.,-,.,HORVU4Hr1G067780,,,,,,,,,
chr4H,ibsc,gene,562972989,562973893,904,.,-,.,HORVU4Hr1G067800,,,,,,,,,
chr4H,ibsc,gene,563078669,563087942,9273,.,+,.,HORVU4Hr1G067810,,,,,,,,,
chr4H,ibsc,gene,563097543,563101396,3853,.,-,.,HORVU4Hr1G067840,,,,,,,,,
chr4H,ibsc,gene,563498304,563499461,1157,.,-,.,HORVU4Hr1G067850,,,,,,,,,
chr4H,ibsc,gene,563525668,563526859,1191,.,+,.,HORVU4Hr1G067860,,,,,,,,,
chr4H,ibsc,gene,563529966,563531320,1354,.,-,.,HORVU4Hr1G067870,,,,,,,,,
chr4H,ibsc,gene,563628461,563628577,116,.,-,.,HORVU4Hr1G067900,,,,,,,,,
chr4H,ibsc,gene,563722511,563726778,4267,.,-,.,HORVU4Hr1G067920,,,,,,,,,
chr4H,ibsc,gene,563998200,564006623,8423,.,+,.,HORVU4Hr1G067930,,,,,,,,,
chr4H,ibsc,gene,564007120,564011185,4065,.,-,.,HORVU4Hr1G067940,,,,,,,,,
chr4H,ibsc,gene,564179807,564184496,4689,.,-,.,HORVU4Hr1G067950,,,,,,,,,
chr4H,ibsc,gene,564186655,564191616,4961,.,-,.,HORVU4Hr1G067960,,,,,,,,,
chr4H,ibsc,gene,564295746,564296722,976,.,-,.,HORVU4Hr1G067970,,,,,,,,,
chr4H,ibsc,gene,564523699,564524484,785,.,+,.,HORVU4Hr1G068000,,,,,,,,,
chr4H,ibsc,gene,564573890,564574554,664,.,-,.,HORVU4Hr1G068010,,,,,,,,,
chr4H,ibsc,gene,564685393,564685698,305,.,-,.,HORVU4Hr1G068020,,,,,,,,,
chr4H,ibsc,gene,564712587,564718243,5656,.,+,.,HORVU4Hr1G068030,,,,,,,,,
chr4H,ibsc,gene,564721447,564723740,2293,.,+,.,HORVU4Hr1G068050,,,,,,,,,
chr4H,ibsc,gene,565254838,565290670,35832,.,-,.,HORVU4Hr1G068170,,,,,,,,,
chr4H,ibsc,gene,565283654,565284260,606,.,-,.,HORVU4Hr1G068230,,,,,,,,,
chr4H,ibsc,gene,565312519,565312863,344,.,-,.,HORVU4Hr1G068250,,,,,,,,,
chr4H,ibsc,gene,565363881,565373001,9120,.,+,.,HORVU4Hr1G068300,,,,,,,,,
chr4H,ibsc,gene,565458093,565458620,527,.,-,.,HORVU4Hr1G068340,,,,,,,,,
chr4H,ibsc,gene,565555464,565555881,417,.,+,.,HORVU4Hr1G068360,,,,,,,,,
chr4H,ibsc,gene,565556000,565556844,844,.,+,.,HORVU4Hr1G068370,,,,,,,,,
chr4H,ibsc,gene,565557509,565563429,5920,.,-,.,HORVU4Hr1G068380,,,,,,,,,
chr4H,ibsc,gene,565558163,565563391,5228,.,+,.,HORVU4Hr1G068390,,,,,,,,,
chr4H,ibsc,gene,565565015,565567943,2928,.,-,.,HORVU4Hr1G068400,,,,,,,,,
chr4H,ibsc,gene,565571179,565572224,1045,.,+,.,HORVU4Hr1G068410,,,,,,,,,
chr4H,ibsc,gene,565612588,565621685,9097,.,-,.,HORVU4Hr1G068420,,,,,,,,,
chr4H,ibsc,gene,565691077,565696212,5135,.,-,.,HORVU4Hr1G068460,,,,,,,,,
chr4H,ibsc,gene,565697121,565701026,3905,.,-,.,HORVU4Hr1G068470,,,,,,,,,
chr4H,ibsc,gene,565879573,565881251,1678,.,+,.,HORVU4Hr1G068490,,,,,,,,,
chr4H,ibsc,gene,565890424,565891299,875,.,+,.,HORVU4Hr1G068500,,,,,,,,,
chr4H,ibsc,gene,565954611,565955693,1082,.,-,.,HORVU4Hr1G068530,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2E8E4];gene_id=HORVU4Hr1G068530;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,565993558,565997251,3693,.,-,.,HORVU4Hr1G068540,,,,,,,,,
chr4H,ibsc,gene,566058929,566060861,1932,.,-,.,HORVU4Hr1G068550,,,,,,,,,
chr4H,ibsc,gene,566114298,566116237,1939,.,-,.,HORVU4Hr1G068560,,,,,,,,,
chr4H,ibsc,gene,566204499,566206090,1591,.,-,.,HORVU4Hr1G068580,,,,,,,,,
chr4H,ibsc,gene,566394188,566394406,218,.,+,.,HORVU4Hr1G068640,,,,,,,,,
chr4H,ibsc,gene,566506659,566509027,2368,.,+,.,HORVU4Hr1G068660,,,,,,,,,
chr4H,ibsc,gene,566646447,566648256,1809,.,-,.,HORVU4Hr1G068680,,,,,,,,,
chr4H,ibsc,gene,566795379,566802449,7070,.,+,.,HORVU4Hr1G068690,,,,,,,,,
chr4H,ibsc,gene,566805720,566810898,5178,.,+,.,HORVU4Hr1G068710,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DGA5];gene_id=HORVU4Hr1G068710;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,566960172,566962099,1927,.,-,.,HORVU4Hr1G068720,,,,,,,,,
chr4H,ibsc,gene,566967727,566975322,7595,.,+,.,HORVU4Hr1G068730,,,,,,,,,
chr4H,ibsc,gene,566991987,567000389,8402,.,-,.,HORVU4Hr1G068760,[Source:UniProtKB/TrEMBL%3BAcc:F2CTI0];gene_id=HORVU4Hr1G068760;logic_name=ibsc,,,,,,,,
chr4H,ibsc,gene,567017451,567022365,4914,.,-,.,HORVU4Hr1G068770,,,,,,,,,
chr4H,ibsc,gene,567058221,567059264,1043,.,+,.,HORVU4Hr1G068780,,,,,,,,,
chr4H,ibsc,gene,567083905,567087270,3365,.,+,.,HORVU4Hr1G068800,,,,,,,,,
chr4H,ibsc,gene,567348430,567352924,4494,.,-,.,HORVU4Hr1G068820,,,,,,,,,
chr4H,ibsc,gene,567370791,567375389,4598,.,-,.,HORVU4Hr1G068830,,,,,,,,,
chr4H,ibsc,gene,567751490,567752905,1415,.,+,.,HORVU4Hr1G068850,,,,,,,,,
chr4H,ibsc,gene,567758646,567761877,3231,.,-,.,HORVU4Hr1G068870,,,,,,,,,
chr4H,ibsc,gene,567863183,567870764,7581,.,+,.,HORVU4Hr1G068890,,,,,,,,,
chr4H,ibsc,gene,567868478,567870856,2378,.,-,.,HORVU4Hr1G068900,,,,,,,,,
chr4H,ibsc,gene,568018293,568020174,1881,.,-,.,HORVU4Hr1G068910,,,,,,,,,
chr4H,ibsc,gene,568023575,568024509,934,.,+,.,HORVU4Hr1G068930,,,,,,,,,
chr4H,ibsc,gene,568043536,568046832,3296,.,+,.,HORVU4Hr1G068950,,,,,,,,,
chr4H,ibsc,gene,568073618,568079225,5607,.,+,.,HORVU4Hr1G068960,,,,,,,,,
chr4H,ibsc,gene,568144386,568145562,1176,.,-,.,HORVU4Hr1G069020,,,,,,,,,
chr4H,ibsc,gene,568174188,568177988,3800,.,+,.,HORVU4Hr1G069050,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D5Z1];gene_id=HORVU4Hr1G069050;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,568174188,568184900,10712,.,-,.,HORVU4Hr1G069060,,,,,,,,,
chr4H,ibsc,gene,568314697,568318115,3418,.,+,.,HORVU4Hr1G069070,,,,,,,,,
chr4H,ibsc,gene,568382915,568384732,1817,.,+,.,HORVU4Hr1G069090,,,,,,,,,
chr4H,ibsc,gene,568508462,568513021,4559,.,-,.,HORVU4Hr1G069100,,,,,,,,,
chr4H,ibsc,gene,568581675,568581824,149,.,-,.,HORVU4Hr1G069120,,,,,,,,,
chr4H,ibsc,gene,568724467,568732774,8307,.,+,.,HORVU4Hr1G069130,,,,,,,,,
chr4H,ibsc,gene,568740921,568741847,926,.,-,.,HORVU4Hr1G069140,,,,,,,,,
chr4H,ibsc,gene,568742856,568743962,1106,.,-,.,HORVU4Hr1G069150,proteinase,inhibitor,[Source:UniProtKB/TrEMBL%3BAcc:M0VQX2];gene_id=HORVU4Hr1G069150;logic_name=ibsc,,,,,,
chr4H,ibsc,gene,569007181,569012866,5685,.,+,.,HORVU4Hr1G069190,,,,,,,,,
chr4H,ibsc,gene,569015163,569018147,2984,.,-,.,HORVU4Hr1G069200,,,,,,,,,
chr4H,ibsc,gene,569061280,569063137,1857,.,+,.,HORVU4Hr1G069210,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2CRN3];gene_id=HORVU4Hr1G069210;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,569064424,569064925,501,.,+,.,HORVU4Hr1G069220,,,,,,,,,
chr4H,ibsc,gene,569157416,569162972,5556,.,-,.,HORVU4Hr1G069230,,,,,,,,,
chr4H,ibsc,gene,569542088,569547512,5424,.,+,.,HORVU4Hr1G069260,,,,,,,,,
chr4H,ibsc,gene,569757996,569767162,9166,.,+,.,HORVU4Hr1G069280,,,,,,,,,
chr4H,ibsc,gene,569780469,569782649,2180,.,+,.,HORVU4Hr1G069300,,,,,,,,,
chr4H,ibsc,gene,569781844,569784683,2839,.,-,.,HORVU4Hr1G069310,,,,,,,,,
chr4H,ibsc,gene,569879776,569883776,4000,.,+,.,HORVU4Hr1G069320,,,,,,,,,
chr4H,ibsc,gene,570191753,570193879,2126,.,+,.,HORVU4Hr1G069340,,,,,,,,,
chr4H,ibsc,gene,570198175,570203753,5578,.,-,.,HORVU4Hr1G069350,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DIB6];gene_id=HORVU4Hr1G069350;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,570486966,570488044,1078,.,+,.,HORVU4Hr1G069380,,,,,,,,,
chr4H,ibsc,gene,570517705,570523156,5451,.,+,.,HORVU4Hr1G069390,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EHS2];gene_id=HORVU4Hr1G069390;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,570685107,570688166,3059,.,-,.,HORVU4Hr1G069400,,,,,,,,,
chr4H,ibsc,gene,570705952,570708859,2907,.,-,.,HORVU4Hr1G069420,,,,,,,,,
chr4H,ibsc,gene,570785881,570788595,2714,.,-,.,HORVU4Hr1G069450,,,,,,,,,
chr4H,ibsc,gene,570840972,570841484,512,.,-,.,HORVU4Hr1G069470,,,,,,,,,
chr4H,ibsc,gene,570854597,570857879,3282,.,+,.,HORVU4Hr1G069480,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EKJ1];gene_id=HORVU4Hr1G069480;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,570858076,570861729,3653,.,-,.,HORVU4Hr1G069490,,,,,,,,,
chr4H,ibsc,gene,570864514,570865143,629,.,+,.,HORVU4Hr1G069520,,,,,,,,,
chr4H,ibsc,gene,571008567,571010566,1999,.,-,.,HORVU4Hr1G069550,,,,,,,,,
chr4H,ibsc,gene,571017768,571019793,2025,.,-,.,HORVU4Hr1G069570,,,,,,,,,
chr4H,ibsc,gene,571093660,571094286,626,.,+,.,HORVU4Hr1G069580,,,,,,,,,
chr4H,ibsc,gene,571294472,571295016,544,.,+,.,HORVU4Hr1G069590,,,,,,,,,
chr4H,ibsc,gene,571645225,571651086,5861,.,-,.,HORVU4Hr1G069660,,,,,,,,,
chr4H,ibsc,gene,571965616,571973808,8192,.,-,.,HORVU4Hr1G069700,,,,,,,,,
chr4H,ibsc,gene,572352554,572355715,3161,.,+,.,HORVU4Hr1G069720,,,,,,,,,
chr4H,ibsc,gene,572364918,572366406,1488,.,+,.,HORVU4Hr1G069730,,,,,,,,,
chr4H,ibsc,gene,572562559,572568937,6378,.,+,.,HORVU4Hr1G069740,,,,,,,,,
chr4H,ibsc,gene,572608194,572614123,5929,.,-,.,HORVU4Hr1G069760,,,,,,,,,
chr4H,ibsc,gene,572785601,572786204,603,.,-,.,HORVU4Hr1G069780,,,,,,,,,
chr4H,ibsc,gene,572796134,572804821,8687,.,+,.,HORVU4Hr1G069790,,,,,,,,,
chr4H,ibsc,gene,572836893,572837072,179,.,+,.,HORVU4Hr1G069810,,,,,,,,,
chr4H,ibsc,gene,572900391,572902071,1680,.,+,.,HORVU4Hr1G069820,,,,,,,,,
chr4H,ibsc,gene,572957723,572958301,578,.,+,.,HORVU4Hr1G069850,,,,,,,,,
chr4H,ibsc,gene,572988788,572989984,1196,.,-,.,HORVU4Hr1G069860,,,,,,,,,
chr4H,ibsc,gene,573016056,573016965,909,.,-,.,HORVU4Hr1G069870,,,,,,,,,
chr4H,ibsc,gene,573064546,573065117,571,.,-,.,HORVU4Hr1G069890,,,,,,,,,
chr4H,ibsc,gene,573180435,573200649,20214,.,-,.,HORVU4Hr1G069920,,,,,,,,,
chr4H,ibsc,gene,573182393,573191944,9551,.,+,.,HORVU4Hr1G069930,,,,,,,,,
chr4H,ibsc,gene,573250109,573257570,7461,.,+,.,HORVU4Hr1G069940,,,,,,,,,
chr4H,ibsc,gene,573359111,573361525,2414,.,+,.,HORVU4Hr1G069970,,,,,,,,,
chr4H,ibsc,gene,573525941,573536421,10480,.,-,.,HORVU4Hr1G069990,ATPase,[Source:UniProtKB/TrEMBL%3BAcc:M0WL52];gene_id=HORVU4Hr1G069990;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,573727760,573731076,3316,.,-,.,HORVU4Hr1G070070,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DHT7];gene_id=HORVU4Hr1G070070;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,574129520,574146127,16607,.,-,.,HORVU4Hr1G070090,,,,,,,,,
chr4H,ibsc,gene,574311649,574319039,7390,.,-,.,HORVU4Hr1G070120,,,,,,,,,
chr4H,ibsc,gene,574532980,574536657,3677,.,+,.,HORVU4Hr1G070130,,,,,,,,,
chr4H,ibsc,gene,574543007,574547361,4354,.,-,.,HORVU4Hr1G070150,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D8E6];gene_id=HORVU4Hr1G070150;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,574549393,574555325,5932,.,-,.,HORVU4Hr1G070170,,,,,,,,,
chr4H,ibsc,gene,574557925,574561094,3169,.,-,.,HORVU4Hr1G070180,,,,,,,,,
chr4H,ibsc,gene,574564178,574565365,1187,.,+,.,HORVU4Hr1G070190,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EDF8];gene_id=HORVU4Hr1G070190;logic_name=ibsc,,,,,,,
chr4H,ibsc,gene,574701706,574708389,6683,.,-,.,HORVU4Hr1G070220,,,,,,,,,
chr4H,ibsc,gene,574789130,574790050,920,.,-,.,HORVU4Hr1G070240,,,,,,,,,
chr4H,ibsc,gene,574794059,574795042,983,.,-,.,HORVU4Hr1G070250,,,,,,,,,
chr4H,ibsc,gene,574816253,574833583,17330,.,-,.,HORVU4Hr1G070260,,,,,,,,,
chr4H,ibsc,gene,574824029,574825337,1308,.,+,.,HORVU4Hr1G070280,,,,,,,,,
chr4H,ibsc,gene,574843455,574852974,9519,.,+,.,HORVU4Hr1G070310,,,,,,,,,
chr4H,ibsc,gene,574969453,574971954,2501,.,+,.,HORVU4Hr1G070320,,,,,,,,,
chr4H,ibsc,gene,574972338,574976289,3951,.,-,.,HORVU4Hr1G070330,,,,,,,,,
chr4H,ibsc,gene,574975713,574979173,3460,.,+,.,HORVU4Hr1G070350,,,,,,,,,
chr4H,ibsc,gene,575017053,575018036,983,.,+,.,HORVU4Hr1G070360,,,,,,,,,
chr4H,ibsc,gene,575312651,575314951,2300,.,+,.,HORVU4Hr1G070370,,,,,,,,,
chr4H,ibsc,gene,575321323,575327752,6429,.,-,.,HORVU4Hr1G070380,,,,,,,,,
chr4H,ibsc,gene,575329741,575333823,4082,.,-,.,HORVU4Hr1G070400,,,,,,,,,
chr4H,ibsc,gene,575334413,575338725,4312,.,-,.,HORVU4Hr1G070410,,,,,,,,,
chr4H,ibsc,gene,575414876,575419152,4276,.,+,.,HORVU4Hr1G070430,,,,,,,,,
chr4H,ibsc,gene,575429689,575430413,724,.,+,.,HORVU4Hr1G070440,,,,,,,,,
